"","Date.received","Product","Sub.product","Issue","Sub.issue","Consumer.complaint.narrative","Company.public.response","Company","State","ZIP.code","Tags","Consumer.consent.provided.","Submitted.via","Date.sent.to.company","Company.response.to.consumer","Timely.response.","Consumer.disputed.","Complaint.ID"
"1226","1/8/2015","Student loan","Non-federal student loan","Can't repay my loan","Can't decrease my monthly payments","Other","Other","Sallie Mae","CA","95624","Other","Other","Referral","1/13/2015","Closed with non-monetary relief","Yes","No",1186827
"1227","1/3/2015","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Experian","IL","60445","Other","Other","Web","1/8/2015","Closed with explanation","Yes","Yes",1179765
"1228","1/3/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Experian","OH","43017","Other","Other","Web","1/3/2015","Closed with non-monetary relief","Yes","No",1179563
"1229","1/8/2015","Debt collection","Mortgage","Cont'd attempts collect debt not owed","Debt was discharged in bankruptcy","Other","Other","Selene Finance","OH","43062","Servicemember","Other","Web","1/8/2015","Closed with explanation","Yes","Yes",1186552
"1230","1/8/2015","Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","TransUnion Intermediate Holdings, Inc.","CA","95667","Older American","Other","Web","1/8/2015","Closed with non-monetary relief","Yes","Yes",1187143
"1231","1/3/2015","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","TransUnion Intermediate Holdings, Inc.","NJ","7869","Older American","Other","Web","1/3/2015","Closed with explanation","Yes","No",1179579
"1232","1/8/2015","Credit reporting","Other","Credit reporting company's investigation","Problem with statement of dispute","Other","Other","TransUnion Intermediate Holdings, Inc.","MD","21234","Other","Other","Web","1/13/2015","Closed with explanation","Yes","No",1186557
"1233","1/8/2015","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Capital One","NY","10312","Other","Other","Postal mail","1/13/2015","Closed with explanation","Yes","No",1186561
"1234","1/8/2015","Credit reporting","Other","Credit monitoring or identity protection","Account terms and changes","Other","Other","Equifax","PA","17084","Older American","Other","Web","1/8/2015","Closed with explanation","Yes","No",1187137
"1235","1/3/2015","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Nationstar Mortgage","TX","76133","Other","Other","Web","1/3/2015","Closed with explanation","Yes","No",1179601
"1236","1/8/2015","Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","Van Ru Credit Corporation","GA","30213","Older American","Other","Phone","1/12/2015","Closed with non-monetary relief","Yes","No",1186600
"1237","1/8/2015","Money transfers","International money transfer","Money was not available when promised","Other","Other","Other","Bank of America","CA","92108","Other","Other","Referral","1/13/2015","Closed with explanation","Yes","No",1186344
"1238","1/8/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Experian","NV","89129","Other","Other","Web","1/13/2015","Closed with explanation","Yes","Yes",1187555
"1239","1/8/2015","Credit card","Other","Other","Other","Other","Other","Continental Finance Company, LLC","PA","17055","Other","Other","Web","1/13/2015","Closed with explanation","Yes","No",1185691
"1240","1/8/2015","Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Wells Fargo & Company","TX","77705","Older American","Other","Phone","1/12/2015","Closed with non-monetary relief","Yes","No",1186628
"1241","1/8/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Other","Other","Receivables Performance Management LLC","GA","30274","Other","Other","Web","1/13/2015","Closed with explanation","Yes","No",1185653
"1242","1/8/2015","Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Servis One, Inc.","CA","95122","Other","Other","Web","1/13/2015","Closed with explanation","Yes","No",1186655
"1243","1/8/2015","Debt collection","Other (i.e. phone, health club, etc.)","Communication tactics","Frequent or repeated calls","Other","Other","Solidus Group LLC.","TX","79086","Older American","Other","Phone","1/13/2015","Closed with explanation","Yes","No",1186684
"1244","1/8/2015","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Experian","FL","32233","Other","Other","Web","1/8/2015","Closed with explanation","Yes","No",1186700
"1245","1/8/2015","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Ditech Financial LLC","NV","89502","Other","Other","Web","1/8/2015","Closed with explanation","Yes","No",1186710
"1246","1/8/2015","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Other","Other","Convergent Resources, Inc.","WI","53235","Other","Other","Phone","1/12/2015","Closed with explanation","Yes","No",1186719
"1247","1/8/2015","Credit card","Other","Credit card protection / Debt protection","Other","Other","Other","Discover","OH","43050","Older American","Other","Phone","1/12/2015","Closed with explanation","Yes","No",1187169
"1248","12/19/2014","Mortgage","Other mortgage","Application, originator, mortgage broker","Other","Other","Other","Nationstar Mortgage","CA","90059","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1164528
"1249","12/9/2014","Consumer Loan","Vehicle loan","Problems when you are unable to pay","Other","Other","Other","Exeter Finance Corp","NY","13316","Other","Other","Web","12/11/2014","Closed with explanation","Yes","No",1149493
"1250","12/9/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","New York Community Bank","CA","95661","Other","Other","Web","12/9/2014","Closed with explanation","Yes","Yes",1149517
"1251","12/19/2014","Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","GA","31211","Other","Other","Fax","1/6/2015","Closed with explanation","Yes","No",1163757
"1252","12/19/2014","Debt collection","Credit card","False statements or representation","Attempted to collect wrong amount","Other","Other","Capital One","TN","37312","Other","Other","Web","12/19/2014","Closed with explanation","Yes","Yes",1165341
"1253","12/9/2014","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","Experian","MA","1608","Other","Other","Postal mail","12/11/2014","Closed with explanation","Yes","No",1148188
"1254","12/9/2014","Credit card","Other","Identity theft / Fraud / Embezzlement","Other","Other","Other","Amex","FL","33498","Other","Other","Fax","12/10/2014","Closed with explanation","Yes","No",1148322
"1255","12/19/2014","Credit card","Other","APR or interest rate","Other","Other","Other","Capital One","CA","95003","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1165262
"1256","12/19/2014","Credit card","Other","Cash advance","Other","Other","Other","Wells Fargo & Company","TX","75204","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1164702
"1257","12/9/2014","Credit reporting","Other","Incorrect information on credit report","Information is not mine","Other","Other","TransUnion Intermediate Holdings, Inc.","MA","1608","Other","Other","Postal mail","12/11/2014","Closed with explanation","Yes","No",1148189
"1258","12/9/2014","Credit reporting","Other","Incorrect information on credit report","Public record","Other","Other","Experian","CA","92506","Other","Other","Web","12/9/2014","Closed with non-monetary relief","Yes","No",1149666
"1259","12/19/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","Other","Other","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1164730
"1260","12/19/2014","Credit card","Other","APR or interest rate","Other","Other","Other","Wells Fargo & Company","GA","30060","Other","Other","Web","12/19/2014","Closed with monetary relief","Yes","Yes",1164735
"1261","12/19/2014","Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Strategic Alliances, Inc.","FL","33764","Other","Other","Web","12/19/2014","Closed with non-monetary relief","No","No",1164738
"1262","12/9/2014","Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Citibank","IL","60564","Other","Other","Web","12/9/2014","Closed with explanation","Yes","No",1149579
"1263","12/9/2014","Credit card","Other","APR or interest rate","Other","Other","Other","Discover","IN","46226","Other","Other","Web","12/9/2014","Closed with explanation","Yes","Yes",1149950
"1264","12/19/2014","Credit card","Other","Advertising and marketing","Other","Other","Other","JPMorgan Chase & Co.","GA","30907","Other","Other","Web","12/19/2014","Closed with explanation","Yes","Yes",1163844
"1265","12/19/2014","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","GA","30265","Older American","Other","Phone","12/23/2014","Closed with explanation","Yes","No",1164753
"1266","12/19/2014","Credit card","Other","Closing/Cancelling account","Other","Other","Other","Regions Financial Corporation","TN","37174","Other","Other","Phone","12/22/2014","Closed with non-monetary relief","Yes","No",1164772
"1267","12/9/2014","Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Specialized Loan Servicing LLC","TX","75089","Other","Other","Phone","12/12/2014","Closed with explanation","Yes","No",1149588
"1268","12/19/2014","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","TX","77354","Other","Other","Phone","12/22/2014","Closed with explanation","Yes","Yes",1163822
"1269","12/19/2014","Debt collection","I do not know","Communication tactics","Frequent or repeated calls","Other","Other","JH Portfolio Debt Equities, LLC","OK","74023","Older American, Servicemember","Other","Web","1/26/2015","Closed with explanation","Yes","No",1163796
"1270","12/19/2014","Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","Specialized Loan Servicing LLC","CA","92618","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1164786
"1271","12/19/2014","Credit card","Other","Transaction issue","Other","Other","Other","Bank of America","SD","57469","Other","Other","Web","12/19/2014","Closed with explanation","Yes","No",1164793
"1272","12/9/2014","Credit card","Other","Transaction issue","Other","Other","Other","Bank of America","OH","45701","Other","Other","Web","12/15/2014","Closed with explanation","Yes","No",1149677
"1273","12/9/2014","Debt collection","I do not know","Communication tactics","Used obscene/profane/abusive language","Other","Other","LTD Financial Services, L.P.","FL","32246","Other","Other","Web","12/9/2014","Closed with explanation","Yes","No",1148228
"1274","12/19/2014","Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Arbor Residential Mortgage LLC","CA","91103","Other","Other","Web","12/19/2014","Closed","Yes","No",1164815
