VentureFirm,Date,StartUp,Investment
Qualcomm Ventures,2/1/2014,Welltok,$22M / Series C
Qualcomm Ventures,2/1/2014,Noom,$7M / Series A
Qualcomm Ventures,1/1/2014,PLUMgrid,$16.26M / Series B
Qualcomm Ventures,1/1/2014,Fon,$14M / Venture (Lead)
Redpoint Ventures,12/1/2015,Tastemade,$40M / Series D
Redpoint Ventures,12/1/2015,APUS Group,$45M / Series C
Redpoint Ventures,11/1/2015,eero,$35M / Venture
Redpoint Ventures,10/1/2015,Collective Health,$81M / Series C
Redpoint Ventures,10/1/2015,Zugata,$3.2M / Seed
Redpoint Ventures,9/1/2015,Dremio Corporation,$10M / Series A
Redpoint Ventures,9/1/2015,Jaunt,$65M / Series C
Redpoint Ventures,9/1/2015,Eden,$2M / Seed
Redpoint Ventures,8/1/2015,Datameer,$40M / Series E
Redpoint Ventures,8/1/2015,Platform9 Systems,$10M / Series B
Redpoint Ventures,8/1/2015,Payable,$2.1M / Seed
Redpoint Ventures,8/1/2015,Riffsy,$10M / Series A
Redpoint Ventures,7/1/2015,Expensify,$17M / Series C
Redpoint Ventures,7/1/2015,Ran,$15M / Series A
Redpoint Ventures,7/1/2015,PSafe,$30M / Series D
Redpoint Ventures,6/1/2015,Snowflake Computing,$45M / Series C
Redpoint Ventures,5/1/2015,Mapsense,$2.5M / Seed
Redpoint Ventures,4/1/2015,Tray,$2.2M / Seed
Redpoint Ventures,4/1/2015,Duo Security,$30M / Series C (Lead)
Redpoint Ventures,4/1/2015,Playground Global,$48M / Series A
Redpoint Ventures,3/1/2015,Hedvig,$10M / Series A
Redpoint Ventures,3/1/2015,Cyanogen,$85M / Series C
Redpoint Ventures,3/1/2015,Collective Health,$38M / Series B
Redpoint Ventures,3/1/2015,Looker,$30M / Series B
Redpoint Ventures,3/1/2015,Zuora,$115M / Series F
Redpoint Ventures,3/1/2015,Nextdoor,$110M / Series D (Lead)
Redpoint Ventures,2/1/2015,Luxe,$20M / Series A
Redpoint Ventures,2/1/2015,Machinima,$24M / Series E
Redpoint Ventures,2/1/2015,Pindrop,$35M / Series B
Redpoint Ventures,1/1/2015,Button,$12M / Series A (Lead)
Redpoint Ventures,1/1/2015,North Technologies,$5M / Seed
Redpoint Ventures,1/1/2015,Scribd,$22M / Series D
Redpoint Ventures,12/1/2014,Infer,$25M / Series B
Redpoint Ventures,12/1/2014,Extole,$14M / Series C
Redpoint Ventures,12/1/2014,Grupo Xango,undisclosed amount /Series B
Redpoint Ventures,11/1/2014,Scripted.com,$9M / Series B
Redpoint Ventures,11/1/2014,Memoir,$5.5M / Series A (Lead)
Redpoint Ventures,11/1/2014,Gogobot,$20M / Series C
Redpoint Ventures,11/1/2014,Riffsy,$3.5M / Seed (Lead)
Redpoint Ventures,11/1/2014,PSafe,$30M / Series C
Redpoint Ventures,10/1/2014,Luxe,$5.5M / Seed
Redpoint Ventures,10/1/2014,Moogsoft,$14.3M / Series B
Redpoint Ventures,10/1/2014,Snowflake Computing,$20M / Series B (Lead)
Redpoint Ventures,10/1/2014,Beepi,$60M / Series B
Redpoint Ventures,10/1/2014,Lever,$10M / Series A
Redpoint Ventures,9/1/2014,Miaopai,$50M / Series C
Redpoint Ventures,9/1/2014,Pro.com,$14M / Series A
Redpoint Ventures,9/1/2014,DroneDeploy,$2M / Seed
Redpoint Ventures,8/1/2014,DraftKings,$41M / Series C
Redpoint Ventures,8/1/2014,Lastline,$10M / Venture (Lead)
Redpoint Ventures,8/1/2014,Jaunt,$27.8M / Series B
Redpoint Ventures,8/1/2014,Axial,$11M / Series B
Redpoint Ventures,8/1/2014,Platform9 Systems,$4.5M / Series A
Redpoint Ventures,8/1/2014,Vurb,$8M / Series A (Lead)
Redpoint Ventures,7/1/2014,thredUP,$27M / Series D
Redpoint Ventures,7/1/2014,Quantifind,$12M / Venture
Redpoint Ventures,7/1/2014,Jobr,$2M / Seed
Redpoint Ventures,7/1/2014,Secret,$25M / Series B
Redpoint Ventures,6/1/2014,MapR Technologies,$80M / Private Equity
Redpoint Ventures,6/1/2014,Tastemade,$25M / Series C
Redpoint Ventures,6/1/2014,Victorious,$23.2M / Venture
Redpoint Ventures,6/1/2014,BitGo,$12M / Series A (Lead)
Redpoint Ventures,5/1/2014,true[x],$6M / Series D
Redpoint Ventures,5/1/2014,Pro.com,$3.5M / Seed
Redpoint Ventures,5/1/2014,Wochit,$10.9M / Series B
Redpoint Ventures,5/1/2014,Igneous Systems,$23.6M / Series A
Redpoint Ventures,5/1/2014,Coin,$15.5M / Series A (Lead)
Redpoint Ventures,4/1/2014,Tidemark,$32M / Series E
Redpoint Ventures,4/1/2014,Pure Storage,$225M / Series F
Redpoint Ventures,4/1/2014,Beepi,$5M / Series A (Lead)
Redpoint Ventures,4/1/2014,Jaunt,$6.8M / Series A
Redpoint Ventures,3/1/2014,Tactile,$11.2M / Series A
Redpoint Ventures,3/1/2014,RelateIQ,$40M / Series C
Redpoint Ventures,3/1/2014,Machinima,$18M / Series D
Redpoint Ventures,3/1/2014,Caspida,$9.52M / Series A (Lead)
Redpoint Ventures,2/1/2014,Curious.com,$15M / Series B
Redpoint Ventures,2/1/2014,"Ambition, Inc",undisclosed amount / Seed
Redpoint Ventures,1/1/2014,Collective Health,$6M / Series A
Redpoint Ventures,1/1/2014,Path,$25M / Series C
Rogers Venture Partners,8/1/2015,PokitDok,$34M / Series B
Rogers Venture Partners,2/1/2015,SecureKey Technologies,$19M / Series C (Lead)
Rogers Venture Partners,12/1/2014,Trapit,$10M / Undisclosed
Rogers Venture Partners,12/1/2014,Cognitive Networks,$14.5M / Series B
Rogers Venture Partners,10/1/2014,ScribbleLive,$12M / Series C
Rogers Venture Partners,8/1/2014,PokitDok,$6.6M / Debt Financing
Rogers Venture Partners,2/1/2014,Docurated,$3.75M / Series A (Lead)
iNovia Capital,12/1/2015,Allocadia,$16.5M / Series B
iNovia Capital,10/1/2015,AppDirect,$140M / Series E
iNovia Capital,9/1/2015,Routehappy,$3M / Series B
iNovia Capital,9/1/2015,Lightspeed POS,$61M / Series C
iNovia Capital,7/1/2015,Crew,$10M / Series A
iNovia Capital,6/1/2015,Milestone Pharmaceuticals,$17M / Series B
iNovia Capital,6/1/2015,TripleLift,$10.5M / Series B
iNovia Capital,6/1/2015,Luxury Retreats,$11M / Series B (Lead)
iNovia Capital,5/1/2015,Granify,$7M / Series A
iNovia Capital,5/1/2015,Blitzen,$500k / Seed
iNovia Capital,4/1/2015,TrackTik,$1.5M / Seed (Lead)
iNovia Capital,4/1/2015,VarageSale,$34M / Series B
iNovia Capital,3/1/2015,Clearpath Robotics,$14M / Series A
iNovia Capital,3/1/2015,Pressly,$2.1M / Series A
iNovia Capital,3/1/2015,Beagle Inc.,$300k / Seed
iNovia Capital,1/1/2015,Poka Inc.,$2.5M / Venture (Lead)
iNovia Capital,1/1/2015,Vidyard,$18M / Series B
iNovia Capital,12/1/2014,Routehappy,$3.3M / Series A (Lead)
iNovia Capital,11/1/2014,Chronogolf,$1.2M / Seed (Lead)
iNovia Capital,10/1/2014,CareGuide,$1.52M / Seed
iNovia Capital,9/1/2014,Lightspeed POS,$35M / Series B
iNovia Capital,7/1/2014,Busbud,$9M / Series A
iNovia Capital,7/1/2014,VarageSale,undisclosed amount /Series A
iNovia Capital,6/1/2014,Allocadia,$7M / Series A (Lead)
iNovia Capital,4/1/2014,WorkFusion,$15M / Series B
iNovia Capital,4/1/2014,Crew,$2.1M / Venture
iNovia Capital,4/1/2014,AppDirect,$35M / Series C
iNovia Capital,3/1/2014,TripleLift,$4M / Series A
iNovia Capital,2/1/2014,TiqIQ,$1.7M / Venture
Sequoia Capital,12/1/2015,UnitedStack,undisclosed amount /Series C
Sequoia Capital,12/1/2015,Clover Health,$35M / Series B (Lead)
Sequoia Capital,12/1/2015,Ascend.io,$4M / Seed
Sequoia Capital,12/1/2015,Dashu Finance,$77M / Series B
Sequoia Capital,12/1/2015,Lemonade,$13M / Seed (Lead)
Sequoia Capital,12/1/2015,Interlude,$18.2M / Venture
Sequoia Capital,12/1/2015,Everwise,$8M / Series A
Sequoia Capital,12/1/2015,FAASOS,$30M / Series C
Sequoia Capital,11/1/2015,Grofers,$120M / Series C
Sequoia Capital,11/1/2015,Zhan.com,$84M / Series C
Sequoia Capital,11/1/2015,Miaopai,$200M / Series D
Sequoia Capital,11/1/2015,Namocart.com,undisclosed amount / Seed
Sequoia Capital,11/1/2015,Namocart.com,$1M / Seed
Sequoia Capital,11/1/2015,PlanGrid,$40M / Series B
Sequoia Capital,11/1/2015,Craftsvilla,$34M / Series C (Lead)
Sequoia Capital,11/1/2015,Versa Networks,$43M / Series B
Sequoia Capital,11/1/2015,Zilingo,$1.88M / Seed
Sequoia Capital,11/1/2015,Appier,$23M / Series B
Sequoia Capital,10/1/2015,TinyOwl Technology,$7.67M / Series C (Lead)
Sequoia Capital,10/1/2015,Roadrunnr,$10M / Series A
Sequoia Capital,10/1/2015,Signals Group,$15M / Series B (Lead)
Sequoia Capital,10/1/2015,Numerify,$37.5M / Series C
Sequoia Capital,10/1/2015,Clutter,$9M / Series A (Lead)
Sequoia Capital,10/1/2015,Pyramid Analytics,$30M / Series B
Sequoia Capital,10/1/2015,Citrus Payment,$25M / Series C (Lead)
Sequoia Capital,10/1/2015,EverString,$65M / Series B
Sequoia Capital,10/1/2015,Grabhouse,$10M / Series B
Sequoia Capital,10/1/2015,DailyHOTEL,undisclosed amount /Undisclosed
Sequoia Capital,10/1/2015,Chillr,$7M / Series A
Sequoia Capital,10/1/2015,BigPanda,$16M / Series B
Sequoia Capital,9/1/2015,Thumbtack,$125M / Series E
Sequoia Capital,9/1/2015,PepperTap,$36M / Series B
Sequoia Capital,9/1/2015,laiye,$4M / Seed
Sequoia Capital,9/1/2015,Skillz,$15M / Series B
Sequoia Capital,9/1/2015,Beequick,$70M / Series C
Sequoia Capital,9/1/2015,NextEV,$500M / Venture
Sequoia Capital,9/1/2015,Okta,$75M / Series F (Lead)
Sequoia Capital,9/1/2015,Zuoyebang,undisclosed amount /Series A (Lead)
Sequoia Capital,9/1/2015,Capillary Technologies,$45M / Series C
Sequoia Capital,8/1/2015,Ele.me,$630M / Series F
Sequoia Capital,8/1/2015,Carbon3D,$100M / Series C
Sequoia Capital,8/1/2015,Kahuna,$45M / Series B
Sequoia Capital,8/1/2015,OneAssist,$7.72M / Series B
Sequoia Capital,8/1/2015,Practo,$90M / Series C
Sequoia Capital,8/1/2015,OYO Rooms,$100M / Series B
Sequoia Capital,8/1/2015,CleverTap,$8M / Series A
Sequoia Capital,7/1/2015,GitHub,$250M / Series B (Lead)
Sequoia Capital,7/1/2015,EaseMob,$12.5M / Series B (Lead)
Sequoia Capital,7/1/2015,Behalf,$119M / Series B
Sequoia Capital,7/1/2015,Stripe,$90M / Series C
Sequoia Capital,7/1/2015,Medgenome Labs,$20M / Series B
Sequoia Capital,7/1/2015,Medallia,$150M / Series D (Lead)
Sequoia Capital,7/1/2015,KFit,$3.25M / Seed (Lead)
Sequoia Capital,7/1/2015,Jinfuzi 金斧子,$50M / Series B
Sequoia Capital,7/1/2015,Flipagram,$70M / Series B (Lead)
Sequoia Capital,7/1/2015,ZoomCar,$11M / Venture (Lead)
Sequoia Capital,7/1/2015,SafeBreach,$4M / Venture (Lead)
Sequoia Capital,7/1/2015,Hector Beverages,$28.7M / Series C
Sequoia Capital,7/1/2015,BankBazaar.com,$60M / Series C
Sequoia Capital,6/1/2015,Airbnb,$1.5B / Private Equity
Sequoia Capital,6/1/2015,The Porter,$5.5M / Series A
Sequoia Capital,6/1/2015,Goodservice,$1.6M / Seed
Sequoia Capital,6/1/2015,Roadrunnr,$11M / Series A
Sequoia Capital,6/1/2015,Namely,$45M / Series C (Lead)
Sequoia Capital,6/1/2015,Cohesity,$55M / Series B
Sequoia Capital,6/1/2015,homelane,$50M / Series B
Sequoia Capital,6/1/2015,La Renon,$16M / Series A
Sequoia Capital,6/1/2015,Lattice Engines,$28M / Series D
Sequoia Capital,6/1/2015,Voonik,$5M / Series A
Sequoia Capital,6/1/2015,Cockroach Labs,$6.25M / Series A
Sequoia Capital,6/1/2015,Songkick,$16M / Series C
Sequoia Capital,6/1/2015,PicsArt,$15M / Series B
Sequoia Capital,6/1/2015,Nubank,$30M / Series B
Sequoia Capital,6/1/2015,Mishi,$15M / Series B
Sequoia Capital,6/1/2015,HireVue,$45M / Series E
Sequoia Capital,6/1/2015,Sumo Logic,$80M / Series E
Sequoia Capital,5/1/2015,Helpchat,$16M / Series B
Sequoia Capital,5/1/2015,Percolate,$40M / Series C
Sequoia Capital,5/1/2015,Yunmanman,undisclosed amount /Series B
Sequoia Capital,5/1/2015,Pocket Gems,$60M / Series B
Sequoia Capital,5/1/2015,PlanGrid,$18M / Series A (Lead)
Sequoia Capital,5/1/2015,Blue Danube Systems,$16M / Series B
Sequoia Capital,5/1/2015,MarkLogic,$102M / Series F
Sequoia Capital,5/1/2015,Inkling Systems,$15M / Series D
Sequoia Capital,4/1/2015,Craftsvilla,$19M / Series B (Lead)
Sequoia Capital,4/1/2015,1mg,$6M / Venture
Sequoia Capital,4/1/2015,Ninebot,$80M / Venture
Sequoia Capital,4/1/2015,Adallom,$30M / Series C
Sequoia Capital,4/1/2015,Grofers,$35M / Series B
Sequoia Capital,4/1/2015,PepperTap,$10M / Series A
Sequoia Capital,4/1/2015,Docker,$95M / Series D
Sequoia Capital,4/1/2015,Tiantian Yongche,undisclosed amount /Series C
Sequoia Capital,4/1/2015,51yongche,undisclosed amount /Series C
Sequoia Capital,4/1/2015,SecurityScorecard Inc.,$13.72M / Series A (Lead)
Sequoia Capital,4/1/2015,Zomato,$50M / Series F
Sequoia Capital,4/1/2015,VULCUN,$12M / Series A (Lead)
Sequoia Capital,4/1/2015,Urban Ladder,$50M / Series C (Lead)
Sequoia Capital,4/1/2015,MobiKwik,$25M / Series B
Sequoia Capital,4/1/2015,Qingchifan,$20M / Series B
Sequoia Capital,4/1/2015,PressPlay,$2.2M / Seed
Sequoia Capital,4/1/2015,Natera,$55.5M / Series F
Sequoia Capital,4/1/2015,StreamRail,undisclosed amount /Series A
Sequoia Capital,4/1/2015,PPDai,undisclosed amount /Series C
Sequoia Capital,4/1/2015,VarageSale,$34M / Series B (Lead)
Sequoia Capital,3/1/2015,Beequick,$20M / Series B
Sequoia Capital,3/1/2015,Innovid,$10M / Venture
Sequoia Capital,3/1/2015,DoorDash,$40M / Series B
Sequoia Capital,3/1/2015,Teewe,$1.75M / Seed
Sequoia Capital,3/1/2015,OYO Rooms,$25M / Series A
Sequoia Capital,3/1/2015,Birst,$65M / Series F
Sequoia Capital,3/1/2015,"Orbital Insight, Inc.",$8.7M / Series A (Lead)
Sequoia Capital,3/1/2015,To8to,$200M / Series C
Sequoia Capital,3/1/2015,Moonfrog Labs,$15M / Series A
Sequoia Capital,3/1/2015,PepperTap,$1.2M / Seed
Sequoia Capital,3/1/2015,Groupon India,$20M / Venture
Sequoia Capital,3/1/2015,EndoChoice,$57M / Series D
Sequoia Capital,3/1/2015,Cheyipai,$110M / Series D
Sequoia Capital,2/1/2015,TinyOwl Technology,$16M / Series B
Sequoia Capital,2/1/2015,Grofers,$10M / Series A (Lead)
Sequoia Capital,2/1/2015,homelane,$4.5M / Series A (Lead)
Sequoia Capital,2/1/2015,SVBio (LIfecode),$20.5M / Series A (Lead)
Sequoia Capital,2/1/2015,Lifecode,$20.5M / Series A (Lead)
Sequoia Capital,2/1/2015,Practo,$30M / Series B (Lead)
Sequoia Capital,2/1/2015,Capital Float,$13M / Series A (Lead)
Sequoia Capital,2/1/2015,FAASOS,$16M / Series B (Lead)
Sequoia Capital,2/1/2015,NewsHunt,$40M / Series C
Sequoia Capital,2/1/2015,PicsArt,$10M / Series A
Sequoia Capital,2/1/2015,FreeCharge,$80M / Series C
Sequoia Capital,2/1/2015,Guardant Health,$50M / Series C
Sequoia Capital,1/1/2015,99.co,$1.6M / Seed (Lead)
Sequoia Capital,1/1/2015,GirnarSoft,$50M / Series B
Sequoia Capital,1/1/2015,Cardekho,$50M / Series B
Sequoia Capital,1/1/2015,Ele.me,$350M / Series E
Sequoia Capital,1/1/2015,Taykey,$15M / Series D
Sequoia Capital,1/1/2015,Ravello Systems,$28M / Series C
Sequoia Capital,1/1/2015,Mapillary,$1.5M / Seed (Lead)
Sequoia Capital,1/1/2015,Rounds,$12M / Series B (Lead)
Sequoia Capital,1/1/2015,Moovit,$50M / Series C
Sequoia Capital,1/1/2015,App Annie,$55M / Series D
Sequoia Capital,1/1/2015,MongoDB,$80M / Series G
Sequoia Capital,1/1/2015,WeLab,$20M / Series A
Sequoia Capital,1/1/2015,Line0,$30M / Series B
Sequoia Capital,12/1/2014,Instacart,$220M / Series C
Sequoia Capital,12/1/2014,Assurex Health,$30M / Venture
Sequoia Capital,12/1/2014,Cloudwise,$15M / Series B
Sequoia Capital,12/1/2014,Quantenna Communications,$22M / Venture
Sequoia Capital,12/1/2014,Clever,$30M / Series B
Sequoia Capital,12/1/2014,Miyabaobei,$60M / Series C
Sequoia Capital,12/1/2014,ThousandEyes,$20M / Series B
Sequoia Capital,12/1/2014,Grofers,$500k / Seed
Sequoia Capital,12/1/2014,TinyOwl Technology,$3M / Series A (Lead)
Sequoia Capital,12/1/2014,Stripe,$70M / Series C
Sequoia Capital,12/1/2014,Kaminario,$53M / Series E
Sequoia Capital,11/1/2014,Dashu Finance,$16M / Series A
Sequoia Capital,11/1/2014,Altiscale,$30M / Series B
Sequoia Capital,11/1/2014,Carousell,$6M / Series A (Lead)
Sequoia Capital,11/1/2014,Yik Yak,$62M / Series B (Lead)
Sequoia Capital,11/1/2014,Zomato,$60M / Series E
Sequoia Capital,11/1/2014,Curatio Healthcare,$16.2M / Undisclosed
Sequoia Capital,11/1/2014,HunterOn,$20M / Series B (Lead)
Sequoia Capital,11/1/2014,Forter,$15M / Series B
Sequoia Capital,11/1/2014,Good Eggs,$21M / Series C
Sequoia Capital,11/1/2014,PPzuche.com,$60M / Series B
Sequoia Capital,11/1/2014,Thanx,$4.7M / Series A
Sequoia Capital,11/1/2014,Grabhouse,$2.5M / Series A
Sequoia Capital,10/1/2014,ZoomCar,$8M / Series A (Lead)
Sequoia Capital,10/1/2014,Strava,$18.5M / Series D (Lead)
Sequoia Capital,10/1/2014,BigPanda,$7M / Series A
Sequoia Capital,10/1/2014,Blink,$20M / Series A
Sequoia Capital,10/1/2014,51Talk,$55M / Series C (Lead)
Sequoia Capital,10/1/2014,Tokopedia,$100M / Series E
Sequoia Capital,10/1/2014,Telcare,$32.5M / Series C
Sequoia Capital,10/1/2014,Near,$19M / Series B
Sequoia Capital,10/1/2014,C-B4,$6M / Venture
Sequoia Capital,10/1/2014,Truecaller,$60M / Series C (Lead)
Sequoia Capital,10/1/2014,Houzz,$165M / Series D (Lead)
Sequoia Capital,9/1/2014,Nubank,$14.3M / Series A (Lead)
Sequoia Capital,9/1/2014,Qualtrics,$150M / Series B
Sequoia Capital,9/1/2014,Numerify,$15M / Series B
Sequoia Capital,9/1/2014,NewsHunt,$18M / Series B (Lead)
Sequoia Capital,9/1/2014,TouchPal,$20M / Series C
Sequoia Capital,9/1/2014,Docker,$40M / Series C (Lead)
Sequoia Capital,9/1/2014,Feidee,undisclosed amount /Undisclosed
Sequoia Capital,9/1/2014,FreeCharge,$33M / Series B
Sequoia Capital,8/1/2014,ZAI Lab,$30M / Series A
Sequoia Capital,8/1/2014,Airstrip Technologies,$25M / Venture
Sequoia Capital,8/1/2014,Super,undisclosed amount /Series B
Sequoia Capital,8/1/2014,TinyOwl Technology,$1M / Series A
Sequoia Capital,8/1/2014,Jiuxian.com,$49M / Series F
Sequoia Capital,8/1/2014,ActionIQ,undisclosed amount / Seed
Sequoia Capital,8/1/2014,Thumbtack,$100M / Series D
Sequoia Capital,8/1/2014,Comprehend Systems,$21M / Series B
Sequoia Capital,8/1/2014,Medallia,$50M / Series C (Lead)
Sequoia Capital,8/1/2014,Druva,$25M / Series D (Lead)
Sequoia Capital,8/1/2014,"Kiwi, Inc.",$15M / Series B
Sequoia Capital,8/1/2014,Metanautix,$7M / Series A (Lead)
Sequoia Capital,8/1/2014,Haha Pinche,$10M / Series A (Lead)
Sequoia Capital,7/1/2014,1006.tv,$10M / Series B (Lead)
Sequoia Capital,7/1/2014,Knowlarity Communications,$16M / Series B
Sequoia Capital,7/1/2014,Rong360,$60M / Series C
Sequoia Capital,7/1/2014,Daoxila.com,undisclosed amount /Undisclosed
Sequoia Capital,7/1/2014,Miyabaobei,$20M / Series B
Sequoia Capital,7/1/2014,Relcy,$9M / Venture
Sequoia Capital,7/1/2014,Capillary Technologies,$14M / Series B (Lead)
Sequoia Capital,7/1/2014,Ola,$41.5M / Series C (Lead)
Sequoia Capital,7/1/2014,Helpchat,$5M / Series A
Sequoia Capital,7/1/2014,VarageSale,undisclosed amount /Series A
Sequoia Capital,7/1/2014,Line0,undisclosed amount /Series A
Sequoia Capital,7/1/2014,Keen IO,$11.3M / Series A
Sequoia Capital,6/1/2014,CoreOS,$8M / Series A
Sequoia Capital,6/1/2014,LIFX,$12M / Series A (Lead)
Sequoia Capital,6/1/2014,Skyhigh Networks,$40M / Series C (Lead)
Sequoia Capital,6/1/2014,Appier,$6M / Series A
Sequoia Capital,6/1/2014,Clari,$20M / Series B
Sequoia Capital,6/1/2014,Instacart,$44M / Series B
Sequoia Capital,6/1/2014,Scanntech,undisclosed amount /Series C (Lead)
Sequoia Capital,6/1/2014,Okta,$75M / Series E (Lead)
Sequoia Capital,6/1/2014,Fashion & You,$10M / Series D
Sequoia Capital,6/1/2014,Dayima,$30M / Series C (Lead)
Sequoia Capital,6/1/2014,Octro,$15M / Series A
Sequoia Capital,6/1/2014,Toutiao,$100M / Series C (Lead)
Sequoia Capital,6/1/2014,Deep Glint,$17M / Series A
Sequoia Capital,6/1/2014,iCarsClub,$10M / Series A (Lead)
Sequoia Capital,6/1/2014,Tiantian Yongche,$10M / Series B
Sequoia Capital,5/1/2014,Coupang,$100M / Venture (Lead)
Sequoia Capital,5/1/2014,App Annie,$17M / Series C
Sequoia Capital,5/1/2014,DoorDash,$17.3M / Series A (Lead)
Sequoia Capital,5/1/2014,FutureAdvisor,$15.5M / Series B
Sequoia Capital,5/1/2014,SimpliSafe Home Security,$57M / Venture
Sequoia Capital,5/1/2014,Assurex Health,$7M / Venture
Sequoia Capital,5/1/2014,Sumo Logic,$30M / Series D (Lead)
Sequoia Capital,5/1/2014,Thumbtack,$30M / Series C
Sequoia Capital,5/1/2014,Whisper,$36M / Series C
Sequoia Capital,5/1/2014,Sunrun,$150M / Private Equity
Sequoia Capital,5/1/2014,CastingDB,$20k / Angel
Sequoia Capital,5/1/2014,OpenDNS,$35M / Series C
Sequoia Capital,5/1/2014,Meituan.com,$300M / Series C
Sequoia Capital,5/1/2014,DJI,$30M / Series A (Lead)
Sequoia Capital,4/1/2014,Trippy,$3.5M / Series A
Sequoia Capital,4/1/2014,SirionLabs,$4.58M / Series A
Sequoia Capital,4/1/2014,Weebly,$35M / Series C
Sequoia Capital,4/1/2014,Guardant Health,$30M / Series B
Sequoia Capital,4/1/2014,Airbnb,$475M / Series D
Sequoia Capital,4/1/2014,AgilOne,$25M / Series C
Sequoia Capital,4/1/2014,PPDai,$10M / Series B
Sequoia Capital,4/1/2014,Kenshoo,$20M / Series F
Sequoia Capital,4/1/2014,Jiuxian.com,$68.5M / Series E
Sequoia Capital,4/1/2014,Clari,$6M / Series A
Sequoia Capital,4/1/2014,Barefoot Networks,undisclosed amount /Series A (Lead)
Sequoia Capital,3/1/2014,Forter,$3M / Series A
Sequoia Capital,3/1/2014,Clever,$10.3M / Series A (Lead)
Sequoia Capital,3/1/2014,Maimaibao,undisclosed amount /Series B
Sequoia Capital,3/1/2014,Flite,$23M / Series D
Sequoia Capital,3/1/2014,Percolate,$24M / Series B (Lead)
Sequoia Capital,3/1/2014,Klarna,€90M / Private Equity
Sequoia Capital,3/1/2014,Viptela,$33.5M / Venture
Sequoia Capital,2/1/2014,Kahuna,$11M / Series A
Sequoia Capital,2/1/2014,Mobvoi Inc.,$10M / Series B
Sequoia Capital,2/1/2014,To8to,$16.48M / Series B (Lead)
Sequoia Capital,2/1/2014,Bit9,$38.25M / Series E
Sequoia Capital,2/1/2014,Guardant Health,$10M / Series A
Sequoia Capital,2/1/2014,Truecaller,$18.8M / Series B (Lead)
Sequoia Capital,2/1/2014,Chumen Wenwen,$10M / Series B
Sequoia Capital,2/1/2014,Cheyipai,$50M / Series C (Lead)
Sequoia Capital,1/1/2014,Health Catalyst,$41M / Series C
Sequoia Capital,1/1/2014,QFPay,$16.5M / Series B (Lead)
Sequoia Capital,1/1/2014,Stripe,$80M / Series C
Sequoia Capital,1/1/2014,Adallom,$15M / Series B
Sequoia Capital,1/1/2014,Angel Group Holding Company,undisclosed amount /Series B
Sequoia Capital,1/1/2014,BankBazaar.com,$13M / Series B
Sequoia Capital,1/1/2014,alooma,undisclosed amount /Series A
Sequoia Capital,1/1/2014,Ailvxing net,$1M / Series A
Sequoia Capital,1/1/2014,Cumulus Networks,$36M / Series B
Sequoia Capital,1/1/2014,EverString,$12M / Series A
